City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Pangnirtung,CA,66.1451,-65.7125,-29.2,75,0,9.22,clear sky
346,Ciudad Real,ES,39.0,-4.0,55.45,70,100,5.01,overcast clouds
347,Arman,RU,59.7,150.1667,-10.98,80,8,9.28,clear sky
348,Poum,NC,-20.2333,164.0167,81.66,77,99,14.34,overcast clouds
349,Auki,SB,-8.7676,160.7034,77.32,86,100,4.38,light rain
350,Tanout,NE,14.9709,8.8879,72.61,9,0,10.89,clear sky
351,Rio Gallegos,AR,-51.6226,-69.2181,59.05,20,20,51.79,few clouds
352,Valdivia,CL,-39.8142,-73.2459,77.77,39,92,7.0,overcast clouds
353,Shediac,CA,46.2198,-64.5411,18.23,53,75,9.22,broken clouds
354,Henties Bay,NA,-22.116,14.2845,73.85,81,8,4.79,moderate rain
355,Puerto Escondido,MX,15.85,-97.0667,86.83,70,75,5.75,broken clouds
356,Saint-Denis,FR,48.9167,2.3333,56.17,61,0,13.8,clear sky
357,Meybod,IR,32.2501,54.0166,50.02,40,0,7.05,clear sky
358,Merauke,ID,-8.4667,140.3333,78.37,82,11,9.66,few clouds
359,Hispania,CO,5.7993,-75.9072,87.03,73,80,3.02,broken clouds
360,Katsuura,JP,35.1333,140.3,38.1,97,100,31.65,light rain
361,Karlshus,NO,59.352,10.8723,43.57,65,100,14.97,overcast clouds
362,Ranong,TH,9.9658,98.6348,76.3,89,86,3.78,overcast clouds
363,Tutoia,BR,-2.7619,-42.2744,87.78,66,10,12.39,clear sky
364,Steinbach,DE,50.1667,8.5667,46.99,73,0,3.44,clear sky
365,Saskylakh,RU,71.9167,114.0833,-16.02,85,38,3.56,scattered clouds
366,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,7.39,66,75,2.24,broken clouds
367,Tura,IN,25.5198,90.2201,54.75,69,0,4.47,clear sky
368,Hofn,IS,64.2539,-15.2082,21.52,58,15,10.78,few clouds
369,Saint-Augustin,CA,51.226,-58.6502,3.81,72,3,13.4,clear sky
370,Daru,PG,-9.0763,143.2092,79.0,79,53,9.75,broken clouds
371,Okha,RU,53.5739,142.9478,-10.7,96,20,9.04,few clouds
372,Tevriz,RU,57.509,72.4042,4.28,98,100,3.42,overcast clouds
373,Russell,US,32.3502,-85.1999,52.88,26,40,16.11,scattered clouds
374,Severo-Yeniseyskiy,RU,60.3725,93.0408,-15.41,97,54,4.81,broken clouds
375,Hulan Ergi,CN,47.2042,123.6333,-10.86,99,95,5.17,overcast clouds
376,Urucuca,BR,-14.5931,-39.2844,81.41,96,100,1.72,overcast clouds
377,Lokosovo,RU,61.1333,74.8167,-10.89,100,98,7.0,overcast clouds
378,Huambo,AO,-12.7761,15.7392,63.41,74,22,3.2,few clouds
379,Yakymivka,UA,46.6897,35.1536,33.24,64,1,4.63,clear sky
380,Waitati,NZ,-45.75,170.5667,53.8,80,11,2.93,few clouds
381,Palana,RU,59.1167,159.9667,-8.07,95,86,6.91,overcast clouds
382,Chandil,IN,22.9667,86.05,61.43,28,0,2.53,clear sky
383,Baton Rouge,US,30.4508,-91.1545,53.92,32,0,9.22,clear sky
384,Totness,SR,5.8833,-56.3167,80.87,72,59,11.5,broken clouds
385,Araouane,ML,18.9048,-3.5265,68.29,16,61,10.89,broken clouds
386,Svetlyy,RU,54.675,20.1347,35.65,72,100,16.91,overcast clouds
387,Marfino,RU,55.7028,37.3822,30.11,71,0,8.95,light snow
388,Havelock,US,34.8791,-76.9013,46.63,92,100,13.8,overcast clouds
389,Sobolevo,RU,54.4299,31.8996,23.9,85,41,13.11,scattered clouds
390,Parrita,CR,9.5201,-84.3225,94.98,56,6,8.21,clear sky
391,Tazovskiy,RU,67.4667,78.7,-9.89,96,18,10.6,few clouds
392,Kushmurun,KZ,52.4503,64.6311,11.79,96,100,2.84,overcast clouds
393,Port Hedland,AU,-20.3167,118.5667,82.45,83,40,5.75,scattered clouds
394,Paramonga,PE,-10.6667,-77.8333,76.46,70,3,12.95,clear sky
395,Mangrol,IN,21.1167,70.1167,69.04,56,0,11.1,clear sky
396,Honningsvag,NO,70.9821,25.9704,20.95,86,100,13.8,snow
397,Constitucion,CL,-35.3333,-72.4167,68.63,70,50,10.07,scattered clouds
398,Villa Carlos Paz,AR,-31.4241,-64.4978,81.05,25,5,11.01,clear sky
399,Vrangel,RU,42.7297,133.0839,15.15,58,97,7.87,overcast clouds
400,Broadford,AU,-37.2,145.0667,70.81,58,0,5.37,clear sky
401,Aranos,NA,-24.1333,19.1167,69.8,70,100,8.43,light rain
402,Nago,JP,26.5881,127.9761,66.27,91,100,13.2,light rain
403,Skibbereen,IE,51.55,-9.2667,44.4,77,6,10.27,clear sky
404,Corinto,GR,37.9407,22.9573,51.42,73,23,4.29,few clouds
405,Winnemucca,US,40.973,-117.7357,48.25,37,0,0.0,clear sky
406,Arlit,NE,18.7369,7.3853,73.58,10,0,7.02,clear sky
407,Esmeraldas,BR,-19.7625,-44.3139,84.31,77,58,3.22,broken clouds
408,Tuatapere,NZ,-46.1333,167.6833,42.82,92,10,5.19,clear sky
409,Te Anau,NZ,-45.4167,167.7167,44.35,93,36,1.01,scattered clouds
410,Nambucca Heads,AU,-30.65,153.0,66.2,80,1,5.64,clear sky
411,Adana,TR,36.985,35.2881,50.02,87,0,0.0,clear sky
412,Zaysan,KZ,47.4667,84.8667,13.03,82,100,1.63,light snow
413,Cankuzo,BI,-3.1333,30.5833,60.58,88,98,1.9,light rain
414,Mayahi,NE,13.9553,7.6712,75.92,10,0,9.46,clear sky
415,Talcahuano,CL,-36.7167,-73.1167,61.97,85,41,11.34,scattered clouds
416,Miri,MY,4.4148,114.0089,77.14,100,40,0.0,scattered clouds
417,Wattegama,LK,6.7989,81.4808,70.57,91,100,3.8,overcast clouds
418,Bilma,NE,18.6853,12.9164,71.02,10,0,6.24,clear sky
419,Djenne,ML,13.9061,-4.5533,80.08,11,0,9.71,clear sky
420,Maneadero,MX,31.7167,-116.5667,84.18,24,5,1.01,clear sky
421,Chengde,CN,40.9725,117.9361,15.51,94,98,1.99,overcast clouds
422,Bossangoa,CF,6.4926,17.4552,82.15,16,100,2.98,overcast clouds
423,Sambava,MG,-14.2667,50.1667,77.13,86,57,3.98,moderate rain
424,Prado,BR,-17.3411,-39.2208,80.31,75,50,13.56,scattered clouds
425,Pacific Grove,US,36.6177,-121.9166,78.15,60,0,3.0,clear sky
426,Pokhara,NP,28.2333,83.9833,51.67,65,2,4.45,clear sky
427,Broome,US,42.2506,-75.833,25.63,59,100,9.22,overcast clouds
428,Harbour Breton,CA,47.4833,-55.7983,37.99,70,100,20.45,overcast clouds
429,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,72,75,7.94,broken clouds
430,Stornoway,GB,58.2093,-6.3865,40.96,96,75,8.05,broken clouds
431,Catuday,PH,16.2923,119.8062,77.25,77,100,8.61,overcast clouds
432,Tirumala,IN,13.6833,79.35,60.42,95,17,1.48,few clouds
433,Paamiut,GL,61.994,-49.6678,13.68,94,100,19.19,light snow
434,Yangambi,CD,0.8102,24.4336,79.18,37,6,2.55,clear sky
435,Sakakah,SA,29.9697,40.2064,53.17,26,0,5.68,clear sky
436,Okhotsk,RU,59.3833,143.3,-14.55,80,1,10.76,clear sky
437,Along,IN,28.1667,94.7667,44.82,62,0,2.46,clear sky
438,Port Blair,IN,11.6667,92.75,75.24,78,20,4.61,mist
439,Nakano,JP,36.75,138.3667,34.99,95,100,4.63,overcast clouds
440,Marsa Matruh,EG,31.3525,27.2453,59.2,58,20,8.05,few clouds
441,Portland,US,45.5234,-122.6762,57.38,53,20,3.0,few clouds
442,Chiungutwa,TZ,-10.8833,38.9833,72.43,96,68,2.48,light rain
443,Eureka,US,40.8021,-124.1637,47.01,64,97,4.25,overcast clouds
444,Kralendijk,BQ,12.15,-68.2667,85.98,58,0,19.57,clear sky
445,Bougouni,ML,11.417,-7.479,82.42,11,2,4.97,clear sky
446,Najran,SA,17.4924,44.1277,59.65,38,30,3.85,scattered clouds
447,Komsomolskiy,UZ,40.4272,71.7189,36.82,93,100,2.3,fog
448,Todos Santos,MX,23.45,-110.2167,83.1,61,100,4.59,overcast clouds
449,Balabac,PH,7.9868,117.0645,80.42,79,100,13.49,overcast clouds
450,Dicabisagan,PH,17.0818,122.4157,75.51,87,100,6.29,overcast clouds
451,Aksu,CN,41.1231,80.2644,29.55,40,6,4.21,clear sky
452,Mutis,CO,6.2262,-77.4044,78.71,89,97,3.49,light rain
453,Manali,IN,13.1667,80.2667,80.08,77,3,10.25,clear sky
454,Mocuba,MZ,-16.8392,36.9856,73.26,98,100,2.04,light rain
455,Pingliang,CN,35.5392,106.6861,20.53,90,29,5.12,scattered clouds
456,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,77,20,10.36,few clouds
457,Golden,US,39.7555,-105.2211,54.1,33,15,5.99,few clouds
458,Quatre Cocos,MU,-20.2078,57.7625,81.09,84,86,13.33,light rain
459,Gubkinskiy,RU,64.434,76.5026,-10.93,97,27,9.86,scattered clouds
460,Manzanillo,CU,20.3433,-77.1167,84.9,55,4,10.85,clear sky
461,Thinadhoo,MV,0.5333,72.9333,82.08,75,90,10.54,overcast clouds
462,Luderitz,NA,-26.6481,15.1594,75.31,62,0,13.0,clear sky
463,Charters Towers,AU,-20.1,146.2667,69.31,80,1,7.34,clear sky
464,San Juan,AR,-31.5375,-68.5364,85.87,23,0,5.88,clear sky
465,Labuhan,ID,-6.8844,112.2051,76.28,90,100,3.47,overcast clouds
466,Diego De Almagro,CL,-26.3667,-70.05,82.99,16,6,14.43,clear sky
467,Waw,SS,7.7029,27.9953,82.63,16,9,5.46,clear sky
468,Laguna De Perlas,NI,12.3429,-83.6712,84.29,76,14,14.5,few clouds
469,Kempele,FI,64.9131,25.5034,32.13,93,100,9.22,overcast clouds
470,Jalu,LY,29.0331,21.5482,57.76,45,82,6.22,broken clouds
471,Oktyabrskoye,RU,43.0645,44.7417,30.34,93,100,4.47,overcast clouds
472,Sao Filipe,CV,14.8961,-24.4956,76.14,57,68,13.47,broken clouds
473,Hede,CN,33.7681,120.2517,36.1,79,0,2.44,clear sky
474,Ambon,ID,-3.6954,128.1814,77.14,94,40,2.3,scattered clouds
475,Makokou,GA,0.5738,12.8642,77.18,71,27,4.85,scattered clouds
476,Buala,SB,-8.145,159.5921,79.12,80,100,4.38,light rain
477,Bereda,ES,43.2686,-7.5406,48.92,99,100,9.51,moderate rain
478,Moroni,KM,-11.7022,43.2551,79.54,82,10,3.89,clear sky
479,Baghdad,IQ,33.3406,44.4009,57.11,35,0,9.22,clear sky
480,Guerrero Negro,MX,27.9769,-114.0611,77.85,24,18,4.03,few clouds
481,Sawtell,AU,-30.3833,153.1,66.22,88,75,8.05,broken clouds
482,High Level,CA,58.5169,-117.136,-3.89,77,20,6.91,few clouds
483,Tautira,PF,-17.7333,-149.15,86.02,77,95,16.51,light rain
484,Manzhouli,CN,49.6,117.4333,-19.52,99,39,4.92,scattered clouds
485,Pisco,PE,-13.7,-76.2167,77.05,57,0,8.05,clear sky
486,Tres Arroyos,AR,-38.3739,-60.2798,81.45,22,0,11.36,clear sky
487,Xinzhou,CN,38.4092,112.7333,20.43,57,0,5.59,clear sky
488,Mount Gambier,AU,-37.8333,140.7667,60.71,94,100,8.05,overcast clouds
489,Dire,ML,12.2833,-10.9667,84.56,11,0,4.52,clear sky
490,Laguna,US,38.421,-121.4238,78.22,54,0,4.61,clear sky
491,Blagoveshchenka,RU,52.8333,79.8667,24.91,94,97,17.13,overcast clouds
492,Yenagoa,NG,4.9247,6.2642,82.72,68,47,9.24,scattered clouds
493,Zyryanka,RU,65.75,150.85,-32.62,95,35,7.09,scattered clouds
494,Cozumel,MX,20.5083,-86.9458,79.0,78,44,10.0,scattered clouds
495,Camacha,PT,33.0833,-16.3333,59.76,67,20,11.5,few clouds
496,Lakatoro,VU,-16.0999,167.4164,79.86,84,88,9.6,overcast clouds
497,Atambua,ID,-9.1061,124.8925,73.09,89,40,2.15,scattered clouds
498,Dekar,BW,-21.5333,21.9333,74.8,52,19,1.28,few clouds
499,Santo Angelo,BR,-28.2992,-54.2631,75.52,78,75,5.75,broken clouds
500,Nyagan,RU,62.1406,65.3936,-15.66,100,77,0.31,broken clouds
501,Ust-Omchug,RU,61.15,149.6333,-37.5,99,50,2.26,scattered clouds
502,Junin,AR,-34.5838,-60.9433,81.59,24,0,3.94,clear sky
503,Mandurah,AU,-32.55,115.7,80.22,63,0,6.71,clear sky
504,Shetpe,KZ,44.1667,52.1167,29.79,81,9,15.1,clear sky
505,Alice Springs,AU,-23.7,133.8833,63.95,68,0,5.75,clear sky
506,Nelson Bay,AU,-32.7167,152.15,65.68,73,100,9.13,overcast clouds
507,Broken Hill,AU,-31.95,141.4333,80.31,29,100,13.8,overcast clouds
508,Filingue,NE,14.3521,3.3168,79.54,9,5,7.0,clear sky
509,Maceio,BR,-9.6658,-35.7353,89.04,58,40,19.57,scattered clouds
510,Kulykivka,UA,51.3735,31.6466,31.41,83,25,8.1,scattered clouds
511,Angleton,US,29.1694,-95.4319,57.97,31,0,11.5,clear sky
512,Shkoder,AL,42.0683,19.5126,43.92,77,97,2.82,overcast clouds
513,Necochea,AR,-38.5473,-58.7368,75.04,34,0,7.72,clear sky
514,Urumqi,CN,43.801,87.6005,16.75,79,0,4.47,clear sky
515,Haines Junction,CA,60.7522,-137.5108,8.55,85,100,1.14,overcast clouds
516,Malu Mare,RO,44.2333,23.8667,40.26,62,0,8.05,clear sky
517,Jining,CN,35.405,116.5814,43.0,1,100,8.39,overcast clouds
518,Torit,SS,4.4133,32.5678,86.7,29,100,1.95,overcast clouds
519,Fare,PF,-16.7,-151.0167,80.94,74,100,14.94,light rain
520,Monopoli,IT,40.9559,17.2896,52.05,72,8,4.56,clear sky
521,North Bend,US,43.4065,-124.2243,42.71,87,40,3.44,mist
522,Envira,BR,-7.3,-70.2167,76.96,95,100,2.48,overcast clouds
523,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,84,11,12.73,few clouds
524,Port-Gentil,GA,-0.7193,8.7815,76.96,94,20,2.3,few clouds
525,Naryan-Mar,RU,67.6713,53.087,0.95,98,54,8.46,broken clouds
526,Port Macquarie,AU,-31.4333,152.9167,63.9,78,98,2.59,overcast clouds
527,Novopokrovka,UA,49.8425,36.5477,26.29,96,6,4.09,clear sky
528,Morristown,US,36.214,-83.2949,41.83,49,0,10.36,clear sky
529,Oyugis,KE,-0.509,34.7358,68.58,67,100,5.5,overcast clouds
530,Ginda,IN,30.6945,78.4932,40.46,37,0,6.35,clear sky
531,Marzuq,YE,14.4,46.4667,61.36,43,1,4.05,clear sky
532,Bajil,YE,15.0584,43.2851,77.13,77,70,3.74,broken clouds
533,Chicama,PE,-7.8447,-79.1469,70.34,52,94,12.03,overcast clouds
534,Hecun,CN,36.5333,114.1111,30.34,89,93,5.28,overcast clouds
535,Ewa Beach,US,21.3156,-158.0072,74.7,77,0,4.61,clear sky
536,Benguela,AO,-12.5763,13.4055,77.52,78,92,3.56,overcast clouds
537,Monor,HU,47.3513,19.4473,40.01,80,0,5.75,clear sky
538,Tomohon,ID,1.3346,124.8392,63.54,91,79,0.54,broken clouds
539,Ayan,RU,56.45,138.1667,-9.31,83,5,6.49,clear sky
540,Tyler,US,32.3513,-95.3011,54.45,28,0,9.22,clear sky
541,Stege,DK,54.987,12.2846,40.05,70,100,23.06,overcast clouds
542,Saint-Joseph,RE,-21.3667,55.6167,79.18,86,16,9.75,few clouds
543,Popondetta,PG,-8.7537,148.2534,73.53,95,100,2.89,overcast clouds
544,Mwandiga,TZ,-4.83,29.6581,72.25,83,100,5.88,light rain
545,Ko Samui,TH,9.5357,99.9357,82.33,76,100,12.93,overcast clouds
546,Whitehorse,CA,60.7161,-135.0538,12.09,84,75,2.3,broken clouds
547,Tatarsk,RU,55.219,75.9828,8.19,95,100,7.94,light snow
548,Igarka,RU,67.4667,86.5833,-10.93,89,10,7.72,clear sky
549,Pine Bluff,US,34.2284,-92.0032,50.09,30,0,11.5,clear sky
550,San Carlos De Bariloche,AR,-41.1456,-71.3082,85.24,14,0,20.71,clear sky
551,Shingu,JP,33.7333,135.9833,45.91,88,100,4.25,overcast clouds
552,Abha,SA,18.2164,42.5053,58.82,88,0,5.75,clear sky
553,Raga,SS,8.4596,25.678,77.05,13,22,3.91,few clouds
554,Goderich,CA,43.7501,-81.7165,18.91,85,100,2.3,overcast clouds
555,Alta Floresta,BR,-9.8756,-56.0861,85.82,70,40,6.91,scattered clouds
556,Kishi,NG,9.0833,3.85,89.8,14,69,5.84,broken clouds
557,Bull Savanna,JM,17.8868,-77.5902,82.83,54,5,15.37,clear sky
558,Surman,LY,32.7567,12.5716,57.47,59,12,11.48,few clouds
559,Itaituba,BR,-4.2761,-55.9836,86.16,79,40,5.75,light rain
560,Gucheng,CN,35.9115,111.3192,36.64,48,24,5.86,few clouds
561,Mata,PT,40.683,-7.4592,50.94,96,100,14.7,light rain
562,Meadow Lake,US,34.8014,-106.5436,53.2,26,0,5.06,clear sky
563,Fayaoue,NC,-20.65,166.5333,81.82,80,100,12.15,overcast clouds
564,Viedma,AR,-40.8135,-62.9967,92.44,12,0,8.19,clear sky
565,Aasiaat,GL,68.7098,-52.8699,11.77,86,100,15.12,overcast clouds
566,Kajaani,FI,64.2273,27.7285,30.25,100,100,9.22,light snow
567,Caohai,CN,26.8661,104.2841,31.82,97,43,3.44,scattered clouds
568,Xuanhua,CN,40.6103,115.0447,7.23,73,11,8.77,few clouds
569,Gibara,CU,21.1097,-76.1317,92.52,53,0,7.85,clear sky
570,Tete,MZ,-16.1564,33.5867,80.69,74,20,3.44,thunderstorm
571,Riyadh,SA,24.6877,46.7219,59.14,29,0,7.76,clear sky
572,Benjamin Constant,BR,-4.3831,-70.0311,77.13,88,100,6.91,moderate rain
573,Mackenzie,CA,55.2999,-123.1698,26.82,86,0,2.3,clear sky
574,Iqaluit,CA,63.7506,-68.5145,-18.31,75,75,2.3,broken clouds
575,Leh,IN,34.1667,77.5833,3.83,83,85,0.98,overcast clouds
576,Doha,QA,25.2867,51.5333,64.38,55,0,8.05,clear sky
577,Nosy Varika,MG,-20.5833,48.5333,76.15,89,33,6.17,light rain
578,Ambovombe,MG,-25.1667,46.0833,75.99,88,12,16.33,few clouds
579,Tortoli,IT,39.9256,9.6572,53.42,76,20,9.22,few clouds
580,Ascension,US,30.2169,-90.9001,54.07,32,0,8.05,clear sky
581,Central Point,US,42.376,-122.9164,65.7,56,0,0.0,clear sky
582,Shepsi,RU,44.0361,39.1489,39.51,73,92,10.51,overcast clouds
583,Benjamin Hill,MX,30.1667,-111.1,83.17,9,13,7.63,few clouds
584,Wladyslawowo,PL,54.7909,18.4009,36.95,64,100,15.21,overcast clouds
585,Paita,PE,-5.0892,-81.1144,90.16,63,7,15.48,clear sky
586,Inongo,CD,-1.95,18.2667,74.48,85,100,4.18,overcast clouds
587,Sola,VU,-13.8833,167.55,79.47,89,75,0.0,broken clouds
588,Verkh-Chebula,RU,56.0308,87.6218,5.18,96,100,5.39,overcast clouds
589,Mananjary,MG,-21.2167,48.3333,75.58,90,30,4.92,light rain
590,Roswell,US,34.0232,-84.3616,50.43,34,0,16.11,clear sky
591,Alyangula,AU,-13.8483,136.4192,73.27,100,6,0.0,clear sky
592,Inirida,CO,3.8653,-67.9239,96.15,37,61,3.04,broken clouds
593,Westport,US,41.1415,-73.3579,33.26,79,100,10.36,snow
594,Scharnstein,AT,47.9044,13.9601,36.45,84,1,5.64,clear sky
595,Halifax,CA,44.6453,-63.5724,33.8,74,100,5.01,overcast clouds
596,Lashio,MM,22.9333,97.75,47.89,49,0,2.35,clear sky
597,Ibatiba,BR,-20.2339,-41.5106,72.34,90,57,4.34,broken clouds
598,Tessalit,ML,20.1986,1.0114,70.61,14,0,11.05,clear sky
599,Zhigansk,RU,66.7697,123.3711,-36.51,100,72,2.33,broken clouds
600,Dawlatabad,AF,36.4141,64.9053,42.4,59,7,1.3,clear sky
601,Shimoda,JP,34.6667,138.95,37.11,93,100,25.28,moderate rain
602,Hay River,CA,60.8156,-115.7999,-14.82,76,75,3.44,broken clouds
603,Ancud,CL,-41.8697,-73.8203,80.22,73,26,6.87,scattered clouds
604,Kununurra,AU,-15.7667,128.7333,80.58,83,40,3.44,scattered clouds
605,Berlevag,NO,70.8578,29.0864,19.4,87,100,11.77,light snow
606,Tiznit,MA,29.5833,-9.5,57.6,58,0,6.08,clear sky
607,Muncar,ID,-8.4333,114.3333,75.78,92,100,0.4,overcast clouds
608,Providencia,MX,28.7167,-111.5833,85.64,15,100,10.18,overcast clouds
609,Clyde River,CA,70.4692,-68.5914,-23.57,69,0,11.5,clear sky
610,Shintomi,JP,32.0785,131.4723,48.49,92,100,7.18,light rain
611,Mbini,GQ,1.574,9.6134,82.24,79,100,5.01,overcast clouds
612,Egvekinot,RU,66.3167,-179.1667,-19.95,92,92,6.93,overcast clouds
613,Isla Aguada,MX,18.7833,-91.4667,75.24,81,98,25.32,overcast clouds
614,Pinar Del Rio,CU,22.4175,-83.6981,72.7,88,100,3.18,overcast clouds
615,Zaykovo,RU,57.5613,62.7568,10.96,98,100,2.57,overcast clouds
616,Freeport,US,40.6576,-73.5832,34.25,83,100,9.22,snow
617,Daman,IN,20.4167,72.85,71.73,59,0,1.34,clear sky
618,Seguin,US,29.5688,-97.9647,63.81,25,0,4.0,clear sky
619,Doume,CM,4.2333,13.45,77.95,23,100,3.0,overcast clouds
620,Kailua,US,21.4022,-157.7394,74.75,78,20,9.22,few clouds
621,Requena,ES,39.4883,-1.1004,51.51,69,99,8.81,overcast clouds
622,Sheltozero,RU,61.3667,35.3667,30.0,90,100,13.94,light snow
623,Wasilla,US,61.5814,-149.4394,29.95,93,100,4.61,mist
624,Chiquilistlan,MX,20.2,-103.8167,66.65,29,50,5.55,scattered clouds
625,Vostok,RU,46.4856,135.8833,2.08,99,100,0.83,overcast clouds
626,Bindura,ZW,-17.3019,31.3306,69.82,75,99,3.15,overcast clouds
627,Creel,MX,27.75,-107.6333,55.31,15,98,13.0,overcast clouds
628,Ballia,IN,25.7557,84.1503,53.73,62,0,4.14,clear sky
629,Prescott Valley,US,34.5894,-112.3252,64.96,16,0,3.44,clear sky
630,Sokoni,TZ,-6.4333,39.55,80.89,80,95,13.71,overcast clouds
631,Jieshi,CN,22.8134,115.8257,56.95,87,100,7.81,light rain
632,Ville-Marie,CA,47.3335,-79.433,-11.2,75,100,3.44,overcast clouds
633,Safaga,EG,26.7292,33.9365,64.35,53,0,7.05,clear sky
634,Polczyn-Zdroj,PL,53.7642,16.0957,39.9,74,70,14.25,broken clouds
635,Yazoo City,US,32.8551,-90.4056,50.76,33,0,6.33,clear sky
636,Batagay,RU,67.6333,134.6333,-23.06,93,97,3.02,overcast clouds
637,Kuala Lipis,MY,4.1842,102.0468,72.95,98,83,0.67,broken clouds
638,Narva-Joesuu,EE,59.4589,28.0408,32.22,92,100,17.07,light snow
639,High Rock,BS,26.6208,-78.2833,71.62,87,100,18.14,heavy intensity rain
640,Kourou,GF,5.1552,-52.6478,82.45,86,61,7.76,broken clouds
641,Rumphi,MW,-11.0186,33.8575,62.53,94,86,0.56,overcast clouds
642,East Brainerd,US,34.9959,-85.1502,45.14,31,0,9.22,clear sky
643,Bam,IR,29.106,58.357,51.44,57,100,8.79,overcast clouds
644,Pout,SN,14.7739,-17.0603,90.36,12,0,13.8,clear sky
645,Kloulklubed,PW,7.0419,134.2556,79.3,83,100,20.27,light rain
646,Lata,PT,40.1629,-8.3327,54.05,93,78,7.9,broken clouds
647,Kabala,SL,9.5833,-11.55,82.35,14,19,3.89,few clouds
648,Bosaso,SO,11.2842,49.1816,74.03,70,11,2.21,few clouds
649,Kieta,PG,-6.2167,155.6333,78.8,83,90,0.49,overcast clouds
650,Josanicka Banja,RS,43.3895,20.7503,36.7,99,100,2.77,overcast clouds
651,Mouila,GA,-1.8685,11.0559,75.88,92,100,3.02,overcast clouds
652,Nishihara,JP,26.1842,127.7558,65.48,88,100,14.97,light rain
653,Lardos,GR,36.0942,28.0157,57.02,75,0,6.69,clear sky
654,Nyaunglebin,MM,17.95,96.7333,61.14,34,24,6.02,few clouds
655,Eyl,SO,7.9803,49.8164,75.33,71,75,19.86,broken clouds
656,Marawi,PH,7.9986,124.2928,64.65,91,100,2.53,overcast clouds
657,Karasuk,RU,53.7377,78.0403,16.43,92,100,17.4,overcast clouds
658,Acapulco,MX,16.8634,-99.8901,85.82,58,40,6.91,scattered clouds
659,Vanimo,PG,-2.6741,141.3028,77.68,88,99,6.15,overcast clouds
660,San Cristobal,VE,7.7669,-72.225,80.78,35,99,5.64,overcast clouds
661,Tambilil,PH,5.9622,124.6697,76.68,75,100,4.76,overcast clouds
662,Antofagasta,CL,-23.65,-70.4,72.21,62,73,10.92,broken clouds
663,Kribi,CM,2.95,9.9167,80.91,78,79,10.94,broken clouds
664,Deer Lake,CA,49.1667,-57.4316,22.86,63,75,17.27,broken clouds
665,College,US,64.8569,-147.8028,11.21,82,100,0.0,mist
666,Santa Catalina,PH,9.3337,122.8637,76.78,86,100,5.82,overcast clouds
667,Port Huron,US,42.9709,-82.4249,20.93,55,100,8.05,overcast clouds
668,Tenali,IN,16.2425,80.6398,68.77,87,4,5.61,clear sky
669,Madison Heights,US,42.4859,-83.1052,22.5,77,100,5.75,overcast clouds
670,Jetpur,IN,21.7333,70.6167,66.72,50,0,5.99,clear sky
671,Kamina,CD,-8.7386,24.9906,64.85,95,100,6.31,light rain
672,Houston,US,29.7633,-95.3633,58.55,32,0,9.22,clear sky
673,Usogorsk,RU,63.4106,48.6872,8.49,99,93,3.94,overcast clouds
674,Baruun-Urt,MN,46.6806,113.2792,-16.96,99,72,2.68,broken clouds
675,Quesnel,CA,52.9999,-122.5029,34.3,64,100,6.91,overcast clouds
676,Vestmanna,FO,62.1564,-7.1664,32.92,69,100,16.11,overcast clouds
677,Leningradskiy,RU,69.3833,178.4167,-17.34,94,95,5.99,overcast clouds
678,Ketchikan,US,55.3422,-131.6461,42.78,100,100,5.75,light rain
679,Muisne,EC,0.6,-80.0333,80.71,82,100,5.91,light rain
680,San Quintin,MX,30.4833,-115.95,75.97,17,8,5.28,clear sky
681,Isangel,VU,-19.55,169.2667,78.91,94,75,4.61,broken clouds
